hero	book
GUARDIAN/JAMES MACDO	W2 91
PSYLOCKE/ELISABETH B	W2 91
ANGEL/WARREN KENNETH	W2 91
CYCLOPS/SCOTT SUMMER	W2 91
VESSEL	UX 323
JONES, CHARLOTTE	UX 323
CANNONBALL II/SAM GU	UX 323
CREED, GRAYDON	UX 323
PSYLOCKE/ELISABETH B	UX 323
GAMBIT/REMY LEBEAU 	UX 323
BEAST/HENRY &HANK& P	UX 323
SACK	UX 323
ROGUE /	UX 323
ICEMAN/ROBERT BOBBY 	UX 323
WOLVERINE/LOGAN 	UX 323
TILBY, TRISH/PATRICI	UX 323
STORM/ORORO MUNROE S	UX 323
SABRETOOTH/VICTOR CR	UX 323
ANGEL/WARREN KENNETH	UX 323
DEADBOLT	X '95
BEAST/HENRY &HANK& P	X '95
HARDRIVE	X '95
LIFEFORCE	X '95
MR. SINISTER/NATHAN 	X '95
SPYNE	X '95
MARVEL GIRL/JEAN GRE	X '95
ANGEL/WARREN KENNETH	X '95
GAUNTLET	X '95
HURRICANE III	X '95
GENESIS/TYLER DAYSPR	X '95
CYCLOPS/SCOTT SUMMER	X '95
THRENODY	UX 325
CALLISTO	UX 325
ICEMAN/ROBERT BOBBY 	UX 325
M	UX 325
BISHOP /	UX 325
PSYLOCKE/ELISABETH B	UX 325
REVERB	UX 325
JUBILEE/JUBILATION L	UX 325
BEAST/HENRY &HANK& P	UX 325
VESSEL	UX 325
COLOSSUS II/PETER RA	UX 325
ANGEL/WARREN KENNETH	UX 325
CYCLOPS/SCOTT SUMMER	UX 325
CANNONBALL II/SAM GU	UX 325
ROGUE /	UX 325
BANSHEE/SEAN CASSIDY	UX 325
HEMINGWAY	UX 325
SKIN/ANGELO ESPINOSA	UX 325
MARROW/SARAH 	UX 325
WOLVERINE/LOGAN 	UX 325
GAMBIT/REMY LEBEAU 	UX 325
SACK	UX 325
MR. SINISTER/NATHAN 	UX 325
STORM/ORORO MUNROE S	UX 325
MARVEL GIRL/JEAN GRE	UX 325
PSYLOCKE/ELISABETH B	X '95/2
ANGEL/WARREN KENNETH	X '95/2
CAPTAIN BRITAIN/BRIA	X '95/2
ICEMAN/ROBERT BOBBY 	X&CD 1
DESTINE, ADAM	X&CD 1
CERA, KAY	X&CD 1
DESTINE, NEWTON	X&CD 1
BEAST/HENRY &HANK& P	X&CD 1
FORGE	X&CD 1
WALLOP/WALTER DESTIN	X&CD 1
WOLVERINE/LOGAN 	X&CD 1
IMP/PANDORA DESTINE	X&CD 1
�GAMBLE, GRACIE	X&CD 1
SYNRAITH	X&CD 1
CRIMSON CRUSADER/ROR	X&CD 1
MARVEL GIRL/JEAN GRE	X&CD 1
HEX/DOMINIC DESTINE	X&CD 1
PROFESSOR X/CHARLES 	X&CD 1
HASARD, SAMANTHA	X&CD 1
CYCLOPS/SCOTT SUMMER	X&CD 1
COLOSSUS II/PETER RA	X&CD 1
STORM/ORORO MUNROE S	X&CD 1
CANNONBALL II/SAM GU	X&CD 1
ANGEL/WARREN KENNETH	X&CD 1
ANGEL/WARREN KENNETH	UX 329
DR. STRANGE/STEPHEN 	UX 329
WOLVERINE/LOGAN 	UX 329
GOMURR	UX 329
PSYLOCKE/ELISABETH B	UX 329
PROFESSOR X/CHARLES 	UX 330
DR. STRANGE/STEPHEN 	UX 330
PSYLOCKE/ELISABETH B	UX 330
GOMURR	UX 330
BEAST/HENRY &HANK& P	UX 330
ANGEL/WARREN KENNETH	UX 330
WOLVERINE/LOGAN 	UX 330
TAR	UX 330
GAMBIT/REMY LEBEAU 	UX 330
PSYLOCKE/ELISABETH B	ARCHANGEL
MARVEL GIRL/JEAN GRE	ARCHANGEL
BIRD, TUESDAY	ARCHANGEL
ANGEL/WARREN KENNETH	ARCHANGEL
HOLOCAUST	C2 31
PSYLOCKE/ELISABETH B	C2 31
BLACK KING/SEBASTIAN	C2 31
PROFESSOR X/CHARLES 	C2 31
THRENODY	C2 31
MARVEL GIRL/JEAN GRE	C2 31
SUMMERS, NATHAN CHRI	C2 31
POSITRON/RONNIE	C2 31
ANGEL/WARREN KENNETH	C2 31
BLAQUESMITH	C2 31
X-MAN/NATHAN GREY 	C2 31
WOLVERINE/LOGAN 	X 50
GAMBIT/REMY LEBEAU 	X 50
POSITRON/RONNIE	X 50
MARVEL GIRL/JEAN GRE	X 50
PROFESSOR X/CHARLES 	X 50
BANSHEE/SEAN CASSIDY	X 50
CYCLOPS/SCOTT SUMMER	X 50
BISHOP /	X 50
GATEWAY	X 50
CANNONBALL II/SAM GU	X 50
BEAST/HENRY &HANK& P	X 50
ICEMAN/ROBERT BOBBY 	X 50
ANGEL/WARREN KENNETH	X 50
STORM/ORORO MUNROE S	X 50
BANSHEE/SEAN CASSIDY	UX 331
CYCLOPS/SCOTT SUMMER	UX 331
DARK BEAST/HENRY MCC	UX 331
MARVEL GIRL/JEAN GRE	UX 331
GAMBIT/REMY LEBEAU 	UX 331
BISHOP /	UX 331
ANGEL/WARREN KENNETH	UX 331
BOOMER/TABITHA SMITH	UX 331
JUBILEE/JUBILATION L	UX 331
ICEMAN/ROBERT BOBBY 	UX 331
SUNSPOT/ROBERTO DACO	UX 331
PROFESSOR X/CHARLES 	UX 331
THUNDERBIRD II/JAMES	UX 331
WHITE QUEEN/EMMA FRO	UX 331
SHATTERSTAR II/GAVEE	UX 331
KELLY, SEN. ROBERT E	UX 333
WOLVERINE/LOGAN 	UX 333
MASTER MOLD II	UX 333
ANGEL/WARREN KENNETH	UX 333
STORM/ORORO MUNROE S	UX 333
MARVEL GIRL/JEAN GRE	UX 333
ONSLAUGHT II	UX 333
DARK BEAST/HENRY MCC	UX 333
CREED, GRAYDON	UX 333
JUGGERNAUT/CAIN MARK	UX 333
PROFESSOR X/CHARLES 	UX 333
PSYLOCKE/ELISABETH B	UX 333
ICEMAN/ROBERT BOBBY 	UX 333
CANNONBALL II/SAM GU	UX 333
BISHOP /	UX 333
GAMBIT/REMY LEBEAU 	UX 333
CYCLOPS/SCOTT SUMMER	UX 333
PROFESSOR X/CHARLES 	X 53
JUGGERNAUT/CAIN MARK	X 53
ANGEL/WARREN KENNETH	X 53
BEAST/HENRY &HANK& P	X 53
JOSEPH	X 53
CREED, GRAYDON	X 53
MARVEL GIRL/JEAN GRE	X 53
PSYLOCKE/ELISABETH B	X 53
ONSLAUGHT II	X 53
STORM/ORORO MUNROE S	UX 334
BISHOP /	UX 334
CANNONBALL II/SAM GU	UX 334
CREED, GRAYDON	UX 334
WOLVERINE/LOGAN 	UX 334
MASTER MOLD II	UX 334
ANGEL/WARREN KENNETH	UX 334
ICEMAN/ROBERT BOBBY 	UX 334
MARVEL GIRL/JEAN GRE	UX 334
PROFESSOR X/CHARLES 	UX 334
DARK BEAST/HENRY MCC	UX 334
GAMBIT/REMY LEBEAU 	UX 334
PSYLOCKE/ELISABETH B	UX 334
CYCLOPS/SCOTT SUMMER	UX 334
JUGGERNAUT/CAIN MARK	UX 334
VISION 	UX 335
MARVEL GIRL/JEAN GRE	UX 335
MEGGAN	UX 335
BISHOP /	UX 335
ANGEL/WARREN KENNETH	UX 335
OZYMANDIAS	UX 335
THOR/DR. DONALD BLAK	UX 335
NIGHTCRAWLER/KURT WA	UX 335
DOMINO III/BEATRICE/	UX 335
SUNSPOT/ROBERTO DACO	UX 335
SCARLET WITCH/WANDA 	UX 335
UATU	UX 335
WISDOM, PETER	UX 335
STORM/ORORO MUNROE S	UX 335
PROFESSOR X/CHARLES 	UX 335
MACTAGGERT, MOIRA KI	UX 335
QUICKSILVER/PIETRO M	UX 335
CANNONBALL II/SAM GU	UX 335
SIRYN/THERESA ROURKE	UX 335
APOCALYPSE/EN SABAH 	UX 335
IRON MAN V/TEEN TONY	UX 335
CYCLOPS/SCOTT SUMMER	UX 335
X-MAN/NATHAN GREY 	UX 335
ONSLAUGHT II	UX 335
ICEMAN/ROBERT BOBBY 	UX 335
COLOSSUS II/PETER RA	UX 335
CAPTAIN AMERICA	UX 335
SHADOWCAT/KATHERINE 	UX 335
GAMBIT/REMY LEBEAU 	UX 335
PSYLOCKE/ELISABETH B	UX 335
DARK BEAST/HENRY MCC	UX 335
ANGEL/WARREN KENNETH	XCAL 100
WOLFSBANE/RAHNE SINC	XCAL 100
DAYTRIPPER/AMANDA SE	XCAL 100
CYCLOPS/SCOTT SUMMER	XCAL 100
SCRIBE	XCAL 100
PSYLOCKE/ELISABETH B	XCAL 100
MEGGAN	XCAL 100
SHADOWCAT/KATHERINE 	XCAL 100
CANNONBALL II/SAM GU	XCAL 100
MARVEL GIRL/JEAN GRE	XCAL 100
NIGHTCRAWLER/KURT WA	XCAL 100
SZARDOS, MARGALI	XCAL 100
LOCKHEED	XCAL 100
MACTAGGERT, MOIRA KI	XCAL 100
COLOSSUS II/PETER RA	XCAL 100
WISDOM, PETER	XCAL 100
MOUNTJOY	XCAL 100
CYPHER/DOUG RAMSEY	XCAL 100
CAPTAIN BRITAIN/BRIA	XCAL 100
QUICKSILVER/PIETRO M	X 55
GAMBIT/REMY LEBEAU 	X 55
OZYMANDIAS	X 55
WASP/JANET VAN DYNE 	X 55
THOR/DR. DONALD BLAK	X 55
BLACK WIDOW/NATASHA 	X 55
CYCLOPS/SCOTT SUMMER	X 55
IRON MAN V/TEEN TONY	X 55
INVISIBLE WOMAN/SUE 	X 55
ROGUE /	X 55
PROFESSOR X/CHARLES 	X 55
ICEMAN/ROBERT BOBBY 	X 55
ANT-MAN/DR. HENRY J.	X 55
BISHOP /	X 55
THING/BENJAMIN J. GR	X 55
ONSLAUGHT II	X 55
RICHARDS, FRANKLIN B	X 55
ANT-MAN II/SCOTT HAR	X 55
HAWK	X 55
ANGEL/WARREN KENNETH	X 55
HUMAN TORCH/JOHNNY S	X 55
CAPTAIN AMERICA	X 55
MARVEL GIRL/JEAN GRE	X 55
VISION 	X 55
MR. FANTASTIC/REED R	X 55
PSYLOCKE/ELISABETH B	X 55
JOSEPH	X 55
SCARLET WITCH/WANDA 	X 55
CRYSTAL [INHUMAN]	X 55
CANNONBALL II/SAM GU	X 55
TILBY, TRISH/PATRICI	A '99
CAPTAIN AMERICA	A '99
FIRESTAR/ANGELICA JO	A '99
QUICKSILVER/PIETRO M	A '99
CHESNEY, SANFORD	A '99
JARVIS, EDWIN 	A '99
O'BRIEN, MICHAEL	A '99
DARK BEAST/HENRY MCC	A '99
ULTIMATOR/	A '99
DAREDEVIL/MATT MURDO	A '99
ANT-MAN II/SCOTT HAR	A '99
LANG, CASSANDRA CASS	A '99
STANKOWICZ, FABIAN	A '99
IRON MAN/TONY STARK 	A '99
IRON MAN IV/JAMES R.	A '99
JUSTICE II/VANCE AST	A '99
CARTER, PEGGY	A '99
WONDER MAN/SIMON WIL	A '99
MOONDRAGON/HEATHER D	A '99
VISION 	A '99
ANGEL/WARREN KENNETH	A '99
ICEMAN/ROBERT BOBBY 	A '99
HERCULES [GREEK GOD]	A '99
HOGAN, VIRGINIA PEPP	A '99
SCARLET WITCH/WANDA 	A '99
THOR/DR. DONALD BLAK	A '99
BLACK WIDOW/NATASHA 	A '99
SPIDER-MAN/PETER PAR	UX 337
QUICKSILVER/PIETRO M	UX 337
PROFESSOR X/CHARLES 	UX 337
WOLVERINE/LOGAN 	UX 337
BEAST/HENRY &HANK& P	UX 337
MASTER MOLD II	UX 337
ANGEL/WARREN KENNETH	UX 337
GAMBIT/REMY LEBEAU 	UX 337
JAMESON, J. JONAH	UX 337
ICEMAN/ROBERT BOBBY 	UX 337
ROBERTSON, JOE	UX 337
CYCLOPS/SCOTT SUMMER	UX 337
MARVEL GIRL/JEAN GRE	UX 337
BISHOP /	UX 337
PSYLOCKE/ELISABETH B	UX 337
CREED, GRAYDON	UX 337
MYSTIQUE/RAVEN DARKH	UX 337
GOMURR	CD 2
ANGEL/WARREN KENNETH	CD 2
PSYLOCKE/ELISABETH B	CD 2
KURAGARI	CD 2
TAR	CD 2
ANGEL/WARREN KENNETH	CD 3
PSYLOCKE/ELISABETH B	CD 3
GOMURR	CD 3
KURAGARI	CD 3
TAR	CD 4
GOMURR	CD 4
ANGEL/WARREN KENNETH	CD 4
PSYLOCKE/ELISABETH B	CD 4
KURAGARI	CD 4
GROVEL	UX 348
NANNY	UX 348
TILBY, TRISH/PATRICI	UX 348
DEATHBIRD [SHI'AR]	UX 348
PSYLOCKE/ELISABETH B	UX 348
MACTAGGERT, MOIRA KI	UX 348
SPAT	UX 348
BEAST/HENRY &HANK& P	UX 348
GAMBIT/REMY LEBEAU 	UX 348
BISHOP /	UX 348
ANGEL/WARREN KENNETH	UX 348
JOSEPH	UX 348
ROGUE /	UX 348
MAGGOTT/JAPHETH	UX 349
BEAST/HENRY &HANK& P	UX 349
PSYLOCKE/ELISABETH B	UX 349
NANNY	UX 349
ROGUE /	UX 349
MEANY	UX 349
SPAT	UX 349
GAMBIT/REMY LEBEAU 	UX 349
ANGEL/WARREN KENNETH	UX 349
TILBY, TRISH/PATRICI	UX 349
GROVEL	UX 349
JOSEPH	UX 349
EENY	UX 349
CANNONBALL II/SAM GU	UX 350
MARVEL GIRL/JEAN GRE	UX 350
ANGEL/WARREN KENNETH	UX 350
SPAT	UX 350
STORM/ORORO MUNROE S	UX 350
WOLVERINE/LOGAN 	UX 350
BEAST/HENRY &HANK& P	UX 350
PSYLOCKE/ELISABETH B	UX 350
TILBY, TRISH/PATRICI	UX 350
ROGUE /	UX 350
JOSEPH	UX 350
MARROW/SARAH 	UX 350
GAMBIT/REMY LEBEAU 	UX 350
ERIC THE RED II	UX 350
MAGNETO/MAGNUS/ERIC 	UX 350
CYCLOPS/SCOTT SUMMER	UX 350
GROVEL	UX 350
MR. SINISTER/NATHAN 	UX 350
MEANY	UX 350
EENY	UX 350
JUBILEE/JUBILATION L	UX 350
FERRIS	UX 350
MAGGOTT/JAPHETH	UX 350
PROFESSOR X/CHARLES 	UX 350
MILLER, CHRIS	UX 352
ENTITY II	UX 352
ROGUE /	UX 352
BEAST/HENRY &HANK& P	UX 352
MAGGOTT/JAPHETH	UX 352
MARROW/SARAH 	UX 352
MEANY	UX 352
CYCLOPS/SCOTT SUMMER	UX 352
MILLER, STACI MURPHY	UX 352
CANNONBALL II/SAM GU	UX 352
JOSEPH	UX 352
ANGEL/WARREN KENNETH	UX 352
WOLVERINE/LOGAN 	UX 352
MARVEL GIRL/JEAN GRE	UX 352
EENY	UX 352
HOO	XU 17
ANGEL/WARREN KENNETH	XU 17
SABRETOOTH/VICTOR CR	XU 17
WOLVERINE/LOGAN 	XU 17
BLACK KING/SEBASTIAN	XU 17
STORM/ORORO MUNROE S	X 73
PSYLOCKE/ELISABETH B	X 73
ANGEL/WARREN KENNETH	X 73
BEAST/HENRY &HANK& P	X 73
SABRA/RUTH BAT-SERAP	X 73
FITZROY, TREVOR	X 73
MEANY	X 73
MARROW/SARAH 	X 73
BLACK KING/SEBASTIAN	X 73
JOSEPH	X 73
ARMSTRONG, MYRA	X 73
WOLVERINE/LOGAN 	X 73
GREEN GOBLIN/NORMAN 	X 73
EENY	X 73
IRON MAN/TONY STARK 	X 73
ROGUE /	X 73
REYES, DR. CECELIA	X 73
KELLY, SEN. ROBERT E	X 73
MAGGOTT/JAPHETH	X 73
STORM/ORORO MUNROE S	X '97
GAMESMASTER/JEREMY	X '97
JOSEPH	X '97
CANNONBALL II/SAM GU	X '97
ICEMAN/ROBERT BOBBY 	X '97
GAMBIT/REMY LEBEAU 	X '97
MARVEL GIRL/JEAN GRE	X '97
ROGUE /	X '97
BEAST/HENRY &HANK& P	X '97
WOLVERINE/LOGAN 	X '97
CYCLOPS/SCOTT SUMMER	X '97
BISHOP /	X '97
ANGEL/WARREN KENNETH	X '97
CYCLOPS/SCOTT SUMMER	UX 358
KAREL	UX 358
BEAST/HENRY &HANK& P	UX 358
MARVEL GIRL/JEAN GRE	UX 358
BISHOP /	UX 358
ICEMAN/ROBERT BOBBY 	UX 358
DEATHBIRD [SHI'AR]	UX 358
TU	UX 358
ANGEL/WARREN KENNETH	UX 358
JOYBOY	XCAL 125
DAYTRIPPER/AMANDA SE	XCAL 125
YAP	XCAL 125
CYPHER/DOUG RAMSEY	XCAL 125
MERLYN	XCAL 125
RINGTOSS	XCAL 125
WOLFSBANE/RAHNE SINC	XCAL 125
ROMA	XCAL 125
CAPTAIN AMERICA	XCAL 125
STUART, DR. ALISTAIR	XCAL 125
CHINA DOLL	XCAL 125
ARCADE/	XCAL 125
GATECRASHER	XCAL 125
KYLUN/COLIN MCKAY	XCAL 125
NUMBERS	XCAL 125
MACTAGGERT, MOIRA KI	XCAL 125
WISDOM, PETER	XCAL 125
BODYBAG	XCAL 125
CHENEY, LILA	XCAL 125
WAXWORK	XCAL 125
BLACK KNIGHT V/DANE 	XCAL 125
LOCKHEED	XCAL 125
THUG	XCAL 125
NIGHTCRAWLER/KURT WA	XCAL 125
CAPTAIN BRITAIN/BRIA	XCAL 125
CERISE II [SHI'AR]	XCAL 125
FERRO2	XCAL 125
ANGEL/WARREN KENNETH	XCAL 125
MEGGAN	XCAL 125
MIMIC/CALVIN RANKIN	XCAL 125
SPIDER-MAN/PETER PAR	XCAL 125
SCATTERBRAIN	XCAL 125
PSYLOCKE/ELISABETH B	XCAL 125
SHADOWCAT/KATHERINE 	XCAL 125
WIDGET	XCAL 125
CAMPBELL, DR. RORY	XCAL 125
MICROMAX/SCOTT WRIGH	XCAL 125
COLOSSUS II/PETER RA	XCAL 125
SATURNYNE, OPAL LUNA	XCAL 125
BLACK WIDOW/NATASHA 	XFOR '98
MIRAGE II/DANIELLE M	XFOR '98
SUNSPOT/ROBERTO DACO	XFOR '98
BOOMER/TABITHA SMITH	XFOR '98
BEDLAM/JESSE AARONSO	XFOR '98
THUNDERBIRD II/JAMES	XFOR '98
PLUTO [OLYMPIAN]	XFOR '98
HERCULES [GREEK GOD]	XFOR '98
GHOST RIDER II/JOHNN	XFOR '98
SIRYN/THERESA ROURKE	XFOR '98
ANGEL/WARREN KENNETH	XFOR '98
ICEMAN/ROBERT BOBBY 	XFOR '98
CANNONBALL II/SAM GU	XFOR '98
PROFESSOR X/CHARLES 	UX 368
NIGHTCRAWLER/KURT WA	UX 368
MARVEL GIRL/JEAN GRE	UX 368
CYCLOPS/SCOTT SUMMER	UX 368
GAMBIT/REMY LEBEAU 	UX 368
PSYLOCKE/ELISABETH B	UX 368
STORM/ORORO MUNROE S	UX 368
COLOSSUS II/PETER RA	UX 368
MAGGOTT/JAPHETH	UX 368
TRION	UX 368
SABRA/RUTH BAT-SERAP	UX 368
EJULP	UX 368
BEAST/HENRY &HANK& P	UX 368
MAGNETO/MAGNUS/ERIC 	UX 368
ANGEL/WARREN KENNETH	UX 368
FERRIS	UX 368
ROGUE /	UX 368
ICEMAN/ROBERT BOBBY 	UX 368
WOLVERINE/LOGAN 	UX 368
SHADOWCAT/KATHERINE 	UX 368
MARROW/SARAH 	UX 368
HUXLEY, DR. ALDA	UX 368
PROFESSOR X/CHARLES 	X 88
EJULP	X 88
STORM/ORORO MUNROE S	X 88
TRION	X 88
PSYLOCKE/ELISABETH B	X 88
BEAST/HENRY &HANK& P	X 88
MARROW/SARAH 	X 88
BLACK TOM CASSIDY	X 88
ANGEL/WARREN KENNETH	X 88
CYCLOPS/SCOTT SUMMER	X 88
GAMBIT/REMY LEBEAU 	X 88
WOLVERINE/LOGAN 	X 88
SHADOWCAT/KATHERINE 	X 88
JUGGERNAUT/CAIN MARK	X 88
NIGHTCRAWLER/KURT WA	X 88
MARVEL GIRL/JEAN GRE	X 88
ROGUE /	X 88
ICEMAN/ROBERT BOBBY 	X 88
COLOSSUS II/PETER RA	X 88
BRIDGE, GEORGE WASHI	TB 27
JOLT/HALLIE TAKAHAMA	TB 27
CITIZEN V III/DALLAS	TB 27
POWER MAN/ERIK JOSTE	TB 27
CHARCOAL/CHARLIE BUR	TB 27
GYRICH, HENRY PETER	TB 27
MOONSTONE II/KARLA S	TB 27
GRAVITON/FRANK HALL	TB 27
ANGEL/WARREN KENNETH	TB 27
COOPER, DR. VALERIE	TB 27
MAN-KILLER/KATRINA L	TB 27
SCREAMING MIMI/MELIS	TB 27
HAWK	TB 27
SCREAMING MIMI/MELIS	TB 28
HAWK	TB 28
RAMSHOT/	TB 28
CORD, EDWIN	TB 28
FIREARM/	TB 28
BOMBLAST/	TB 28
MOONSTONE II/KARLA S	TB 28
POWER MAN/ERIK JOSTE	TB 28
USAGENT/CAPTAIN JOHN	TB 28
JOLT/HALLIE TAKAHAMA	TB 28
OGRE	TB 28
ANGEL/WARREN KENNETH	TB 28
CHARCOAL/CHARLIE BUR	TB 28
WYSPER/MS. STEWART	TB 28
SENTRY III	TB 28
GRAVITON/FRANK HALL	TB 28
BEETLE/ABNER RONALD 	TB 29
JOLT/HALLIE TAKAHAMA	TB 29
GRAVITON/FRANK HALL	TB 29
ANGEL/WARREN KENNETH	TB 29
GYRICH, HENRY PETER	TB 29
SCREAMING MIMI/MELIS	TB 29
GARVIN, GEARS	TB 29
HAWK	TB 29
MOONSTONE II/KARLA S	TB 29
POWER MAN/ERIK JOSTE	TB 29
CHARCOAL/CHARLIE BUR	TB 29
COOPER, DR. VALERIE	TB 29
MACHINE MAN/X-51	TB 29
HAWK	TB 30
CITIZEN V III/DALLAS	TB 30
BIGGERS, MELVIN	TB 30
MOONSTONE II/KARLA S	TB 30
ANGEL/WARREN KENNETH	TB 30
GRAVITON/FRANK HALL	TB 30
SCREAMING MIMI/MELIS	TB 30
POWER MAN/ERIK JOSTE	TB 30
CHARCOAL/CHARLIE BUR	TB 30
MAN-KILLER/KATRINA L	TB 30
JOLT/HALLIE TAKAHAMA	TB 30
NINA	ASTONX2 1
HEADCASE	ASTONX2 1
WOLVERINE SKRULL	ASTONX2 1
DARCO	ASTONX2 1
CYCLOPS/SCOTT SUMMER	ASTONX2 1
GLUB	ASTONX2 1
ANGEL/WARREN KENNETH	ASTONX2 1
SUMMERS, NATHAN CHRI	ASTONX2 1
GRACE	ASTONX2 1
MARVEL GIRL/JEAN GRE	ASTONX2 1
TOTEM	ASTONX2 1
WOLVERINE/LOGAN 	ASTONX2 1
X-MAN/NATHAN GREY 	ASTONX2 1
MASTER MOLD II	ASTONX2 1
MARVEL GIRL/JEAN GRE	ASTONX2 2
ANGEL/WARREN KENNETH	ASTONX2 2
GRACE	ASTONX2 2
DARCO	ASTONX2 2
CYCLOPS/SCOTT SUMMER	ASTONX2 2
MASTER MOLD II	ASTONX2 2
BEAUTIFUL DREAMER II	ASTONX2 2
WOLVERINE SKRULL	ASTONX2 2
HEADCASE	ASTONX2 2
NINA	ASTONX2 2
WOLVERINE/LOGAN 	ASTONX2 2
TOTEM	ASTONX2 2
GLUB	ASTONX2 2
SUMMERS, NATHAN CHRI	ASTONX2 2
X-MAN/NATHAN GREY 	ASTONX2 2
MARVEL GIRL/JEAN GRE	ASTONX2 3
X-MAN/NATHAN GREY 	ASTONX2 3
CYCLOPS/SCOTT SUMMER	ASTONX2 3
ANGEL/WARREN KENNETH	ASTONX2 3
BEAUTIFUL DREAMER II	ASTONX2 3
DARCO	ASTONX2 3
GLUB	ASTONX2 3
WOLVERINE SKRULL	ASTONX2 3
NINA	ASTONX2 3
GRACE	ASTONX2 3
TOTEM	ASTONX2 3
SUMMERS, NATHAN CHRI	ASTONX2 3
HEADCASE	ASTONX2 3
WOLVERINE/LOGAN 	ASTONX2 3
BEAST/HENRY &HANK& P	UX 375
WOLVERINE SKRULL	UX 375
CANNONBALL II/SAM GU	UX 375
COLOSSUS II/PETER RA	UX 375
STORM/ORORO MUNROE S	UX 375
PSYLOCKE/ELISABETH B	UX 375
BANSHEE/SEAN CASSIDY	UX 375
GAMBIT/REMY LEBEAU 	UX 375
ANGEL/WARREN KENNETH	UX 375
CYCLOPS/SCOTT SUMMER	UX 375
MARVEL GIRL/JEAN GRE	UX 375
RASPUTIN, MIKHAIL	UX 375
NIGHTCRAWLER/KURT WA	UX 375
MIRAGE II/DANIELLE M	UX 375
MARROW/SARAH 	UX 375
PROFESSOR X/CHARLES 	UX 375
JUBILEE/JUBILATION L	UX 375
MACTAGGERT, MOIRA KI	UX 375
X-MAN/NATHAN GREY 	UX 375
ROGUE /	UX 375
SHADOWCAT/KATHERINE 	UX 375
SUMMERS, NATHAN CHRI	UX 375
POLARIS/LORNA DANE	UX 376
PROFESSOR X/CHARLES 	UX 376
SHADOWCAT/KATHERINE 	UX 376
FIZ [SKRULL]	UX 376
PSYLOCKE/ELISABETH B	UX 376
JUBILEE/JUBILATION L	UX 376
MR. SINISTER/NATHAN 	UX 376
LIVING MONOLITH/AHME	UX 376
GAMBIT/REMY LEBEAU 	UX 376
MARROW/SARAH 	UX 376
NIGHTCRAWLER/KURT WA	UX 376
RASPUTIN, MIKHAIL	UX 376
BEAST/HENRY &HANK& P	UX 376
MARVEL GIRL/JEAN GRE	UX 376
CYCLOPS/SCOTT SUMMER	UX 376
STORM/ORORO MUNROE S	UX 376
COLOSSUS II/PETER RA	UX 376
MACTAGGERT, MOIRA KI	UX 376
ANGEL/WARREN KENNETH	UX 376
ROGUE /	UX 376
JUBILEE/JUBILATION L	W2 146
PSYLOCKE/ELISABETH B	W2 146
MACTAGGERT, MOIRA KI	W2 146
ANGEL/WARREN KENNETH	W2 146
SHADOWCAT/KATHERINE 	W2 146
WOLVERINE/LOGAN 	W2 146
NIGHTCRAWLER/KURT WA	W2 146
SHADOW KING/AMAHL FA	W2 147
WOLVERINE/LOGAN 	W2 147
NIGHTCRAWLER/KURT WA	W2 147
MACTAGGERT, MOIRA KI	W2 147
PSYLOCKE/ELISABETH B	W2 147
SHADOWCAT/KATHERINE 	W2 147
JUBILEE/JUBILATION L	W2 147
WAR/ABRAHAM LINCOLN 	W2 147
ANGEL/WARREN KENNETH	W2 147
ANGEL/WARREN KENNETH	UX '99
VOGHT, AMELIA	UX '99
MULTIPLE MAN/JAMES A	UX '99
EXODUS/BENNET DUPARI	UX '99
QUICKSILVER/PIETRO M	UX '99
NIGHTCRAWLER/KURT WA	UX '99
HIGH EVOLUTIONARY/HE	UX '99
FORGE	UX '99
SHADOWCAT/KATHERINE 	UX '99
WOLVERINE/LOGAN 	UX '99
CORTEZ, FABIAN	UX '99
JUBILEE/JUBILATION L	UX '99
ROGERS, CAPT. STEVEN	X:HC 2
BLOODSTONE/ULYSSES B	X:HC 2
WORTHINGTON, ELIZABE	X:HC 2
MERRYWEATHER, IRENE	X:HC 2
WORTHINGTON, MAJOR G	X:HC 2
ANGEL/WARREN KENNETH	X:HC 2
SKIN/ANGELO ESPINOSA	UX 379
PENANCE III	UX 379
GAMBIT/REMY LEBEAU 	UX 379
ANGEL/WARREN KENNETH	UX 379
SCANNER II	UX 379
HIGH EVOLUTIONARY/HE	UX 379
STORM/ORORO MUNROE S	UX 379
BEAST/HENRY &HANK& P	UX 379
MAGNETO/MAGNUS/ERIC 	UX 379
KATH	UX 379
TOAD/MORTIMER TOYNBE	UX 379
SHADOWCAT/KATHERINE 	UX 379
VINDALOO/	UX 379
MARROW/SARAH 	UX 379
WOLVERINE/LOGAN 	UX 379
CANNONBALL II/SAM GU	UX 379
AURORA/JEANNE-MARIE 	UX 379
SUMMERS, NATHAN CHRI	UX 379
SABRA/RUTH BAT-SERAP	UX 379
COLOSSUS II/PETER RA	UX 379
NORTHSTAR/JEAN-PAUL 	UX 379
MARVEL GIRL/JEAN GRE	UX 379
SUNFIRE/SHIRO YOSHID	UX 379
NIGHTCRAWLER/KURT WA	UX 379
PSYLOCKE/ELISABETH B	UX 379
POLARIS/LORNA DANE	UX 379
CORTEZ, FABIAN	UX 379
NEOPHYTE/	UX 379
PROFESSOR X/CHARLES 	UX 379
MELLENCAMP	UX 379
ROGUE /	UX 379
